name,address,latitude,longitude,phone,overview,Total Sites,Overnight Sites,Seasonal Sites,Maximum Amperage,Electrical / Water / Sewer,Electrical / Water,Electrical,No Services,Min / Max (Daily),Max length (of RV),activities,Accessible facilities,Credit/debit cards,Dumping (station or mobile),Group camping,Internet (WiFi at site),Laundromat,Pet-friendly,Planned activities/events,Playground,Pull-thru sites,Rec hall/games room,Restaurant/snack bar,Store,Swimming (outdoor pool),Toilets/showers (comfort station),"Boating (marina, boat launch, or docks)",Cable TV (at site),Controlled access,Hot tub,Internet (hot spot),Propane,Swimming (indoor pool),"Swimming (lake, river, or beach)",Toilets (pit/outhouse)
Dreamaker Family Campground,"6870 Hwy 21, Southampton, Ontario, N0H 2L0",44.5166,-81.28353,519-797-9956,"The Dreamaker Family Campground is owned and operated by the Hofer family. This beautiful, quiet park makes the perfect getaway for the whole family, with its heated saltwater swimming pool, hot tub, exciting playground, children’s wading pond, hay rides, catch-and-release fishing, pedal go-karts, canoe rentals, 18-hole disc golf course and more!",138,43,95,30,118,0,0,20,$30 / $40,50 ft,"Activities In or Around the Campground:Walking/hiking trails, Basketball, Boat rental (non-motorized), Horseshoes, Pedal carts",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0
Dreamland Resort,"885 River Rd W, Hastings, Ontario, K0L 1Y0",44.29142,-77.97838,705-696-3423,"4 km west of Hastings on Front Street. On the north shore of the river. Family resort, great view, large sites, full hookups. 2,000-foot waterfront, beach and docks. Great Rice Lake fishing. Heated pool, banquet/games hall, pull-thru overnight sites, 2 playground areas, docking available. 5-star resort. Hosts: Albert and Zita Crowley and family.",120,30,90,50,104,16,0,0,$50 / $55,45 ft,"Activities In or Around the Campground:Dances, Fishing, Motorboats allowed, Swimming (lake, river), Walking/hiking trails",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0
Duins Pineridge Resort Inc,"2084 Pickerel & Jack Lake Rd, Burks Falls, Ontario, P0A 1C0",45.65581,-79.34798,705-382-2027,"Duins Pineridge Resort is located north of Huntsville in the Almaguin Highlands, outside of Burks Falls on beautiful Pickerel Lake. Featuring rental housekeeping cottages, seasonal trailer lots and limited overnight camping. A tent, an RV or a cottage: no matter how you like to camp, you will love the atmosphere here at Duins Pineridge Resort.",97,8,89,30,89,8,0,0,$35 / $55,38 ft,"Activities In or Around the Campground:ATV-friendly, Fishing, Horseshoes, Soccer, Volleyball",0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Egans Campground Inc,"4159 County Rd 50, Loretto, Ontario, L0G 1L0",44.10947,-79.90526,705-435-7140,"Family-oriented park with large sites. Just a short drive from the GTA. With the beautiful Nottawasaga River and Sheldon Creek running through the property, which makes for excellent fishing and swimming.  Prime seasonal sites available. For more info, see our website www.eganscampground.com or call 705-435-7140.",120,20,100,50,0,120,0,0,$ / $,,"Activities In or Around the Campground:Baseball, Basketball, Dances, Fishing, Swimming (lake, river)",1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0
Elm Grove Trailer Park/Family Campground,"439 Catering Rd, RR 1, Sutton West, Ontario, L0E 1R0",44.2811,-79.3709,905-722-3693,"From Highway 401 take 404, left on Woodbine, right on Ravenshoe Rd 4 km, left on McCowan Rd 3 km, right on Old Homestead. Left on Catering Rd, 2 km to park.  From Hwy 48 north take Old Homestead left, north of Baldwin; follow signs to Catering Rd, 2 km. Peaceful family campground. 5-minute drive to Lake Simcoe.",172,10,162,50,172,0,0,0,$50 / $55,40 ft,"Activities In or Around the Campground:Basketball, Fishing, Horseshoes, Soccer, Volleyball",1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Erie Shores Campground,"949 County Rd 50, Essex, Ontario, N0R 1G0",41.99822,-82.8376,519-738-2811,"Situated on 13 acres of Lake Erie waterfront, Erie Shores Campground offers seasonal and overnight camping to families and people in their golden years. Located just outside of Kingsville, Erie Shores Campground is central to many things, such as beaches, boating, golfing, national parks, wine country, breweries and fine dining.",115,35,80,30,115,0,0,0,$ / $,,"Activities In or Around the Campground:Basketball, Day use, Fishing, Swimming (lake, river), Wine tours",1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0
Evergreen Camping & Resort,"5279 County Rd 17, Alfred, Ontario, K0B 1A0",45.54633,-74.92453,613-679-4059,"A peaceful place to discover! Un endroit paisible à découvrir! Nous parlons français!! Clean, secure, quiet campground. Sun and shady sites. Sandy beach, in-ground pool and new playground and structures for children! Planned activities, mainly during weekends, for adults and children. Join us in a friendly atmosphere. Hosts: Luc and Renée.",155,30,125,50,143,12,0,0,$45 / $55,42 ft,"Activities In or Around the Campground:Basketball, Horseshoes, Shuffleboard, Swimming (lake, river), Volleyball",0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
Evergreen Eco Family Resort,"1160 Highway 520, Dunchurch, Ontario, P0A 1G0",45.65726,-80.03186,705-389-1561,"Beautiful, spacious, private sites 40 feet x 100 feet are waiting for you, from $1,700 CAD to $3,000 CAD. Nestled on the shore of beautiful DeBois Lake. Our waterfront resort is on beautifully treed, gently sloping terrain, with a safe, private beach.",50,2,48,30,5,45,0,0,$35 / $45,40 ft,"Activities In or Around the Campground:ATV-friendly, Fishing, Swimming (lake, river), Volleyball, Walking/hiking trails",0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1
Fairview Park Camping & Marina,"395 Riverbend Rd, North Bay, Ontario, P1B 8Z4",46.25055,-79.40799,705-474-0903,"Family camp. Outdoor pool. Marina. On historic Lavase River. 5 km to downtown. 1 km to fine dining, golf. Great fishing, beaches nearby. Highway 11 south of North Bay, turn on Lakeshore Drive.",44,24,20,30,18,18,0,8,$30 / $40,,"Activities In or Around the Campground:Boat rental (non-motorized), Cycling, Fishing, Golf, Swimming (lake, river)",0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
Fenelon Valley Trailer Park,"1802 County Rd 121, RR 2, Fenelon Falls, Ontario, K0M 1N0",44.54253,-78.72391,705-887-3251,"13 km north of Fenelon Falls on Hwy 121. Quiet paradise on over 100 acres for family camping. 2 pools, playground, store, nature trails with pond. Large lots. Your hosts: Glen and Susan Young.",100,35,65,30,85,0,0,15,$25 / $35,,"Activities In or Around the Campground:Dances, Golf, Horseshoes, Swimming (lake, river), Walking/hiking trails",1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Fiddlehead Resort Camp,"50 Oliphant Way, South Bruce Peninsula, Ontario, N0H 2T0",44.72847,-81.27377,519-534-0405,"1,000 feet to Lake Huron, 11 km north of Sauble Beach. Overnight, family, group camping. Housekeeping cottages. Large sites, open/shaded. Firewood onsite. Marina 1,000 feet away. Excellent swimming, boating, fishing. Modern washrooms.",45,15,30,30,40,3,0,2,$48 / $48,40 ft,"Activities In or Around the Campground:ATV-friendly, Badminton, Basketball, Horseshoes, Volleyball",0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Flamboro Valley Camping Resort,"1158 Regional Rd 97, Flamborough, Ontario, N0B 2J0",43.39071,-80.07187,905-659-5053,"Enjoy seasonal or overnight camping with family and friends. Big-rig-friendly, 30-/50-amp pull-thru sites. Full-service sites, tenting sites or cabin rentals. Heated pool, hot tub, water/splash park, wading pool, fun pirate ship, planned events. Catch-and-release pond. Close to attractions. Relax and enjoy your stay with us!",301,123,178,50,199,76,3,23,$46 / $63,45 ft,"Activities In or Around the Campground:Basketball, Dances, Horseshoes, Volleyball, Water park",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0
Footprints Resort,"South Baptiste Lake Rd, Bancroft, Ontario, K0L 1J0",45.08055,-78.03924,705-927-2443,"Step into a different world … Footprints Resort, a private, adult-only retreat that will take you away from it all. Our private grounds are waiting for you to discover. Explore the trails, paddle the private lake or soak up the sun on our private beach. We offer various accommodations: camping, cabins and rooms.",20,20,0,15,0,0,0,20,$29 / $59,30 ft,"Activities In or Around the Campground:ATV-friendly, Cycling, Horseshoes, Mountain biking, Walking/hiking trails",1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1
Friendly Acres Park,"278 Friendly Acres Rd, Hastings, Ontario, K0L 1Y0",44.34712,-77.9044,705-696-2670,"NEW OWNERSHIP! Located on the Trent River, part of the Trent/Severn waterway. Enjoy fishing, boating or relaxing on our sandy beach during your vacation at Friendly Acres Park. We offer seasonal sites and waterfront cottages. New infrastructure as of 2017. Each site serviced with 30 amp hydro, water and sewer. Your hosts: the Crowley family.",104,10,94,30,104,0,0,0,$50 / $50,40 ft,"Activities In or Around the Campground:Dances, Fishing, Horseshoes, Volleyball",0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0
Gateway Camping,"186 Main St, Wasaga Beach, Ontario, L9Z 2L2",44.52298,-80.01062,705-429-5862,"Clean, quiet family camping. Well-treed, all grassy area, town water and sewers. Closest camp: walking distance to main beach and shops. Heated saltwater pool, RV full hookups, clean washrooms, laundry facilities, tent sites and fire pits. Reservations begin as of May 1, 2018.",61,48,13,30,52,9,0,0,$48 / $59,50 ft,"Activities In or Around the Campground:Go-karts, Golf, Horseback riding, Snowmobiling, Wildlife viewing/birding",1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Georgian Bay Park,"4230 Crossland Rd, Tiny, Ontario, L0L 1P1",44.6017,-79.98364,905-841-5253,"The rural life at your fingertips! Smell the fresh air, feel the sun on your face and enjoy a simpler way of life for a while. Relax and enjoy everything our park has to offer, centrally located in the heart of Georgian Bay. Walk round the farm cycle on side roads, or swim in magnificent Georgian Bay; everything is close by and ready to explore!",56,25,31,50,56,0,0,0,$59 / $,70 ft,"Activities In or Around the Campground:Farmers' market/stands, Restaurants, Walking/hiking trails, Wildlife viewing/birding",1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
Glen Allan Park,"136 Glen Allen Park Ln, Marmora, Ontario, K0K 2M0",44.50688,-77.71932,613-472-2415,"Glen Allan is a lakefront resort that's a long-time favourite with vacationers from as far away as Europe and as close as Toronto. On visits through these towering pine forests, you will find yourself taking a deep breath and being overwhelmed by the great Canadian outdoors. Glen Allan offers overnight camping, seasonal camping and cottage rentals.",165,35,130,30,135,20,0,10,$28 / $43,40 ft,"Activities In or Around the Campground:Cycling, Dances, Fishing, Fitness, Swimming (lake, river)",0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
Glenview Cottages & Campground,"2611 Great Northern Rd, Sault Ste Marie, Ontario, P6A 5K7",46.60151,-84.29462,705-759-3436,"On Hwy 17 N, 9 miles from downtown Sault, Canada. Good Sam Park, large sites, many pull-thrus, 15/30 amps, clean washrooms, free hot showers, 4 camper's cabins, seasonal outdoor pool, sauna, coin-op laundry, hiking trails, free wireless Internet access available on most of the property.",50,50,0,30,19,28,0,3,$42 / $47,40 ft,"Activities In or Around the Campground:Basketball, Volleyball, Walking/hiking trails",0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Golden Lake Park,"13685 Hwy 60, RR 2, Golden Lake, Ontario, K0J 1X0",45.60131,-77.38306,613-757-0018,"On Highway 60 between Golden Lake and Barry's Bay. Great fishing, sandy beach, docking, convenience store and gift shop, recreation hall, pets, laundry, cottages. Open and shaded sites, playground. Your hosts: the Smith and Lefebvre family.",177,63,114,30,78,36,0,63,$28 / $40,32 ft,"Activities In or Around the Campground:Basketball, Boat rental (non-motorized), Fishing, Horseshoes, Pedal carts",0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0
Golden Pond RV Resort,"4340 Cromarty Dr, Mossley, Ontario, N0L 1V0",42.9575,-81.02311,519-485-0679,"Highway 401/Putnam Road (exit 208). 42-acre RV resort, large pond with bass. Paddleboats, swimming pool, recreation hall, store, restaurant, 240 full hookups, tenting. Mini-golf, planned activities and more. 18-hole golf course next door.",260,50,210,50,240,0,0,20,$48 / $62,48 ft,"Activities In or Around the Campground:Golf (mini), Fishing, Horseshoes, Shuffleboard, Volleyball",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
Green Haven Trailer Park,"52 Ontario St N, Hwy 21, PO Box 72, Grand Bend, Ontario, N0M 1T0",43.31499,-81.75421,519-238-7275,"Beautiful 12-acre park just 1 block north of Main St in Grand Bend. Short walk (10-15 min or less) to everything: Grand Bend's downtown, sandy beaches and world-famous sunset, groceries/shopping, dining/entertainment, golf & more! Clean and quiet park. Well maintained. All sites have a picnic table and a fire pit. New and used park models for sale.",130,10,120,30,130,0,0,0,$55 / $68,50 ft,"Activities In or Around the Campground:Fishing, Golf, Restaurants, Theatre (live), Walking/hiking trails",0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Grenville Park Camping and RV Park,"2323 County Rd 2, Johnstown, Ontario, K0E 1T1",44.74954,-75.45465,613-925-5055,Recapture family time and take back the summer! Make Grenville Park Camping and RV near Ottawa your Canadian destination vacation! Enjoy the experience of a lifetime!,190,55,135,30,0,165,0,25,$34 / $51,45 ft,"Activities In or Around the Campground:Boat tours (scenic), Cycling, Golf, Scuba diving, Ziplining",0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0
Haid's Hideaway Family Campground,"115 Varty Rd, Tweed, Ontario, K0K 3J0",44.56404,-77.24764,613-478-6844,"Experience the beautiful Skootamatta River while you camp. In the Land O’Lakes region, we offer large, private, treed, riverfront campsites & a family-friendly atmosphere. Enjoy the peaceful sounds of nature and the water as it tumbles over our rapids. Take a canoe, kayak or go tubing down the river. Relax, unwind & have fun with family & pets.",54,13,41,30,0,41,0,13,$ / $,45 ft,"Activities In or Around the Campground:Fishing, Horseshoes, Walking/hiking trails",0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
Hammock Harbour RV Park,"4569 Conc 12, Ramara, Ontario, L3V 0M2",44.6099,-79.3594,705-326-7885,"On Lake Couchiching near Orillia, just 5 km south of Casino Rama on 44 (Rama Rd) and Concession 12. Great fishing, access to Trent/Severn waterway. Camping, boating, cabin and yurt rentals, and more combine to create a pleasant summer vacation.",213,29,184,30,0,213,0,0,$44 / $44,42 ft,"Activities In or Around the Campground:Casino, Fishing, Golf (mini), Motorboats allowed, Walking/hiking trails",0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
Happy Hearts Park,"93 Cape Hurd Rd, Tobermory, Ontario, N0H 2R0",45.2246,-81.66744,519-596-2455,"Clean, quiet, sunny and shaded tent and RV sites. 30/50-amp full hookups, 15-amp electric/water sites, basic tent sites. Camping cabin rental. Gated entrance, $/free showers, free WiFi. Swimming pool, mini-golf, shuffleboard, pedal carts, tether ball, basketball, horseshoe pits. Store for snacks, ice cream, wood, ice, groceries, camping gear.",130,100,30,50,3,25,0,102,$39 / $54,45 ft,"Activities In or Around the Campground:Basketball, Golf (mini), Pedal carts, Shuffleboard, Volleyball",0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
Happy Hills Resort,"923590 Rd 92, RR 3, Embro, Ontario, N0J 1J0",43.21206,-80.98606,519-475-4471,"Welcome to Happy Hills Resort! One of the largest campgrounds in Ontario, offering a wide variety of amenities and activities to ensure your stay with us will be a memorable one. Large shaded sites, heated pools, hot tubs, petting zoo, 9-hole golf course, jumping pillow, BMX bike track, skateboard park and loads of planned activities!",435,52,383,30,433,0,0,2,$72 / $75,40 ft,"Activities In or Around the Campground:Golf, Golf (mini), Skateboard/rollerblade park, Tennis, Volleyball",1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1
Happy Holiday Campground and Cottages,"7727 Hwy 11 N, Temagami, Ontario, P0H 2H0",47.14582,-79.75368,705-569-3540,"Tent and trailer RV park on a beautiful private lake. Cottage rentals. Drive-thru and lakeside campsites. Pet-friendly. Flush toilets, showers, laundromat. Fishing-boat rentals, as well as kayaks, canoes and paddleboats. Paddle down our beautiful river and go exploring. We welcome ATVs. Come ride our beautiful, scenic trails.",50,25,25,30,25,25,0,0,$27 / $50,50 ft,"Activities In or Around the Campground:ATV-friendly, Boat rental (motorized), Fishing, Swimming (lake, river), Walking/hiking trails",0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0
Happy Land Park Ltd,"4650 Hwy 11-17, Kakabeka Falls, Ontario, P7K 0J1",48.39289,-89.59851,807-473-9003,"Thunder Bay's 5-star big-rig park. Where campers return, year after year, to enjoy our immaculate facilities. Large pull-thru sites with up to 50 amps, large heated pool and hot tub, WiFi and cozy camping cabins. Close to Fort William Historical Park and only a 1/2 mile from the village of Kakabeka Falls, with all of the amenities.",100,100,0,50,38,0,18,44,$36 / $46,100 ft,"Activities In or Around the Campground:Volleyball, Baseball, Basketball, Horseshoes, Walking/hiking trails",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Heidi's Campground,"3982 Hwy 11, RR 2, Hawkestone, Ontario, L0L 1T0",44.50397,-79.48317,705-487-3311,"From junction of Hwy 400 and Hwy 11, go 9 miles north on Hwy 11 (exit Line 11 Hawkestone). Open and shaded areas in alpine surroundings and fitness trails. Trailer rental. Close to Casino Rama. Season: May-October.",165,40,125,30,150,10,0,5,$19 / $53,,"Activities In or Around the Campground:Basketball, Dances, Horseshoes, Volleyball, Walking/hiking trails",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0
Heron Point,"59 Heron Point Rd, Stokes Bay, Ontario, N0H 1W0",44.99304,-81.37139,519-592-5871,"Secluded family setting. 23 acres on Stokes Bay, Lake Huron. Most sites seasonal: treed or water view. Swimming nearby. Scenic, natural surroundings. Fishing, sunsets, docks, cottages. Upgraded washrooms. Paul and Norma Byers.",62,7,55,30,55,5,0,2,$45 / $55,,"Activities In or Around the Campground:Cycling, Fishing, Horseshoes, Motorboats allowed, Walking/hiking trails",0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
